1723045711.02621,../../Data/AerialImages/Mamak_08_08_2024_450mt_2/frame_11453.jpg,503915,4421243,1529,-6
1723045711.06441,../../Data/AerialImages/Mamak_08_08_2024_450mt_2/frame_11454.jpg,503915,4421243,1529,-6
1723045711.10586,../../Data/AerialImages/Mamak_08_08_2024_450mt_2/frame_11455.jpg,503915,4421243,1529,-6
1723045711.14447,../../Data/AerialImages/Mamak_08_08_2024_450mt_2/frame_11456.jpg,503915,4421243,1529,-6
1723045711.19557,../../Data/AerialImages/Mamak_08_08_2024_450mt_2/frame_11457.jpg,503915,4421243,1529,-6
1723045711.22615,../../Data/AerialImages/Mamak_08_08_2024_450mt_2/frame_11458.jpg,503915,4421244,1529,-6
1723045711.26812,../../Data/AerialImages/Mamak_08_08_2024_450mt_2/frame_11459.jpg,503915,4421244,1529,-6
1723045711.32731,../../Data/AerialImages/Mamak_08_08_2024_450mt_2/frame_11460.jpg,503915,4421244,1529,-6
1723045711.35344,../../Data/AerialImages/Mamak_08_08_2024_450mt_2/frame_11461.jpg,503915,4421244,1529,-6
1723045711.38552,../../Data/AerialImages/Mamak_08_08_2024_450mt_2/frame_11462.jpg,503915,4421244,1529,-6
1723045711.42854,../../Data/AerialImages/Mamak_08_08_2024_450mt_2/frame_11463.jpg,503915,4421244,1529,-6
1723045711.46688,../../Data/AerialImages/Mamak_08_08_2024_450mt_2/frame_11464.jpg,503915,4421244,1529,-6
1723045711.52076,../../Data/AerialImages/Mamak_08_08_2024_450mt_2/frame_11465.jpg,503915,4421244,1529,-6
1723045711.54929,../../Data/AerialImages/Mamak_08_08_2024_450mt_2/frame_11466.jpg,503915,4421245,1529,-6
1723045711.58525,../../Data/AerialImages/Mamak_08_08_2024_450mt_2/frame_11467.jpg,503915,4421245,1529,-6
1723045711.63162,../../Data/AerialImages/Mamak_08_08_2024_450mt_2/frame_11468.jpg,503915,4421245,1529,-6
1723045711.66452,../../Data/AerialImages/Mamak_08_08_2024_450mt_2/frame_11469.jpg,503915,4421245,1529,-6
1723045711.70547,../../Data/AerialImages/Mamak_08_08_2024_450mt_2/frame_11470.jpg,503915,4421245,1529,-6
1723045711.74594,../../Data/AerialImages/Mamak_08_08_2024_450mt_2/frame_11471.jpg,503915,4421245,1529,-6
